window_index,start_time,end_time,ground_truth_label,raw_predicted_label,raw_confidence,raw_z_distance,raw_classifier_prediction,smoothed_predicted_label
396,99.00,102.00,WALK,WALK,0.8536,0.396,WALK,WALK
397,99.25,102.25,WALK,WALK,0.9317,0.951,WALK,WALK
398,99.50,102.50,WALK,WALK,0.9314,0.965,WALK,WALK
399,99.75,102.75,WALK,WALK,0.9654,0.984,WALK,WALK
400,100.00,103.00,WALK,WALK,0.9452,1.015,WALK,WALK
401,100.25,103.25,WALK,WALK,0.9230,1.006,WALK,WALK
402,100.50,103.50,WALK,WALK,0.9342,0.981,WALK,WALK
403,100.75,103.75,WALK,WALK,0.5286,0.538,WALK,WALK
404,101.00,104.00,WALK,STOP,0.6205,0.556,STOP,STOP
405,101.25,104.25,WALK,STOP,0.7798,0.540,STOP,STOP
406,101.50,104.50,WALK,STOP,0.9195,0.426,STOP,STOP
407,101.75,104.75,STOP,STOP,0.9351,0.434,STOP,STOP
408,102.00,105.00,STOP,STOP,0.9070,0.412,STOP,STOP
409,102.25,105.25,STOP,STOP,0.9055,0.685,STOP,STOP
410,102.50,105.50,STOP,STOP,0.9263,0.667,STOP,STOP
411,102.75,105.75,STOP,STOP,0.9324,0.760,STOP,STOP
412,103.00,106.00,STOP,STOP,0.9146,0.760,STOP,STOP
413,103.25,106.25,STOP,STOP,0.9527,0.779,STOP,STOP
414,103.50,106.50,STOP,STOP,0.9665,0.750,STOP,STOP
415,103.75,106.75,STOP,STOP,0.9747,0.787,STOP,STOP
416,104.00,107.00,STOP,STOP,0.9602,0.726,STOP,STOP
417,104.25,107.25,STOP,STOP,0.9753,0.548,STOP,STOP
418,104.50,107.50,STOP,STOP,0.9814,0.547,STOP,STOP
419,104.75,107.75,STOP,STOP,0.9810,0.669,STOP,STOP
420,105.00,108.00,STOP,STOP,0.9777,0.638,STOP,STOP
421,105.25,108.25,STOP,STOP,0.9915,0.686,STOP,STOP
422,105.50,108.50,STOP,STOP,0.9927,0.550,STOP,STOP
423,105.75,108.75,STOP,STOP,0.9869,0.529,STOP,STOP
424,106.00,109.00,STOP,STOP,0.9914,0.578,STOP,STOP
425,106.25,109.25,STOP,STOP,0.9563,0.463,STOP,STOP
426,106.50,109.50,STOP,STOP,0.9653,0.483,STOP,STOP
427,106.75,109.75,STOP,STOP,0.7852,0.483,STOP,STOP
428,107.00,110.00,STOP,STOP,0.8391,0.452,STOP,STOP
429,107.25,110.25,STOP,STOP,0.9336,0.293,STOP,STOP
430,107.50,110.50,STOP,STOP,0.9180,0.292,STOP,STOP
431,107.75,110.75,STOP,WALK,0.5447,0.948,WALK,STOP
432,108.00,111.00,STOP,STOP,0.5708,1.000,STOP,STOP
433,108.25,111.25,STOP,STOP,0.5331,1.008,STOP,STOP
434,108.50,111.50,STOP,STOP,0.5961,0.898,STOP,STOP
435,108.75,111.75,STOP,STOP,0.6705,0.876,STOP,STOP
436,109.00,112.00,STOP,STOP,0.5088,0.930,STOP,STOP
437,109.25,112.25,STOP,STOP,0.6242,0.690,STOP,STOP
438,109.50,112.50,STOP,STOP,0.6814,0.683,STOP,STOP
439,109.75,112.75,STOP,STOP,0.9670,0.477,STOP,STOP
440,110.00,113.00,STOP,STOP,0.8838,0.483,STOP,STOP
441,110.25,113.25,STOP,STOP,0.8590,0.506,STOP,STOP
442,110.50,113.50,STOP,STOP,0.7997,0.509,STOP,STOP
443,110.75,113.75,STOP,STOP,0.9698,0.495,STOP,STOP
444,111.00,114.00,STOP,STOP,0.9808,0.583,STOP,STOP
445,111.25,114.25,STOP,STOP,0.9460,0.462,STOP,STOP
446,111.50,114.50,STOP,STOP,0.9173,0.463,STOP,STOP
447,111.75,114.75,STOP,STOP,0.8845,0.421,STOP,STOP
448,112.00,115.00,STOP,STOP,0.8931,0.457,STOP,STOP
449,112.25,115.25,STOP,STOP,0.9058,0.367,STOP,STOP
450,112.50,115.50,STOP,STOP,0.9049,0.360,STOP,STOP
451,112.75,115.75,STOP,STOP,0.9317,0.291,STOP,STOP
452,113.00,116.00,STOP,STOP,0.7908,0.304,STOP,STOP
453,113.25,116.25,STOP,STOP,0.8462,0.310,STOP,STOP
454,113.50,116.50,STOP,STOP,0.8263,0.332,STOP,STOP
455,113.75,116.75,STOP,WALK,0.6303,0.364,WALK,WALK
456,114.00,117.00,STOP,WALK,0.6265,0.455,WALK,WALK
457,114.25,117.25,STOP,WALK,0.5494,0.422,WALK,WALK
458,114.50,117.50,STOP,WALK,0.5362,0.422,WALK,WALK
459,114.75,117.75,STOP,WALK,0.5192,0.387,WALK,WALK
460,115.00,118.00,STOP,WALK,0.5366,0.341,WALK,WALK
461,115.25,118.25,STOP,STOP,0.5311,0.322,STOP,WALK
462,115.50,118.50,WALK,STOP,0.6088,0.313,STOP,WALK
463,115.75,118.75,WALK,WALK,0.8551,0.490,WALK,WALK
464,116.00,119.00,WALK,WALK,0.7682,0.452,WALK,WALK
465,116.25,119.25,WALK,WALK,0.9377,0.834,WALK,WALK
466,116.50,119.50,WALK,WALK,0.9811,1.023,WALK,WALK
467,116.75,119.75,WALK,WALK,0.8920,0.793,WALK,WALK
468,117.00,120.00,WALK,WALK,0.8452,0.656,WALK,WALK
469,117.25,120.25,WALK,WALK,0.8137,0.670,WALK,WALK
470,117.50,120.50,WALK,WALK,0.8615,0.672,WALK,WALK
471,117.75,120.75,WALK,WALK,0.8473,0.697,WALK,WALK
472,118.00,121.00,WALK,WALK,0.8039,0.696,WALK,WALK
473,118.25,121.25,WALK,WALK,0.9539,0.736,WALK,WALK
474,118.50,121.50,WALK,WALK,0.9857,0.849,WALK,WALK
475,118.75,121.75,WALK,WALK,0.9817,0.620,WALK,WALK
476,119.00,122.00,WALK,WALK,0.9932,0.771,WALK,WALK
477,119.25,122.25,WALK,WALK,0.9949,0.384,WALK,WALK
478,119.50,122.50,WALK,WALK,0.9262,0.243,WALK,WALK
479,119.75,122.75,WALK,WALK,0.9500,0.252,WALK,WALK
480,120.00,123.00,WALK,WALK,0.9721,0.235,WALK,WALK
481,120.25,123.25,WALK,WALK,0.9936,0.507,WALK,WALK
482,120.50,123.50,WALK,WALK,0.9987,0.871,WALK,WALK
483,120.75,123.75,WALK,WALK,0.9977,0.837,WALK,WALK
484,121.00,124.00,WALK,WALK,0.9984,0.868,WALK,WALK
485,121.25,124.25,WALK,WALK,0.9979,0.871,WALK,WALK
486,121.50,124.50,WALK,WALK,0.9956,0.884,WALK,WALK
487,121.75,124.75,WALK,WALK,0.9942,0.925,WALK,WALK
488,122.00,125.00,WALK,WALK,0.9784,0.674,WALK,WALK
489,122.25,125.25,WALK,WALK,0.9868,0.515,WALK,WALK
490,122.50,125.50,WALK,WALK,0.9895,0.566,WALK,WALK
491,122.75,125.75,WALK,WALK,0.9843,0.601,WALK,WALK
492,123.00,126.00,WALK,WALK,0.9678,0.535,WALK,WALK
493,123.25,126.25,WALK,WALK,0.8518,0.285,WALK,WALK
494,123.50,126.50,WALK,WALK,0.5724,0.346,WALK,WALK
495,123.75,126.75,WALK,WALK,0.9400,0.426,WALK,WALK
496,124.00,127.00,WALK,WALK,0.9564,0.448,WALK,WALK
497,124.25,127.25,WALK,WALK,0.9666,0.513,WALK,WALK
498,124.50,127.50,WALK,WALK,0.9428,0.455,WALK,WALK
499,124.75,127.75,WALK,WALK,0.9291,0.392,WALK,WALK
500,125.00,128.00,WALK,WALK,0.9573,0.439,WALK,WALK
501,125.25,128.25,WALK,WALK,0.9216,0.441,WALK,WALK
502,125.50,128.50,WALK,WALK,0.8496,0.535,WALK,WALK
503,125.75,128.75,WALK,WALK,0.8473,0.652,WALK,WALK
504,126.00,129.00,WALK,WALK,0.8922,0.676,WALK,WALK
505,126.25,129.25,WALK,WALK,0.9181,0.658,WALK,WALK
506,126.50,129.50,WALK,WALK,0.9155,0.561,WALK,WALK
507,126.75,129.75,WALK,WALK,0.7096,0.229,WALK,WALK
508,127.00,130.00,WALK,STOP,0.5908,0.228,STOP,WALK
509,127.25,130.25,WALK,WALK,0.5486,0.185,WALK,WALK
510,127.50,130.50,WALK,WALK,0.5092,0.163,WALK,WALK
511,127.75,130.75,WALK,STOP,0.5209,0.174,STOP,WALK
512,128.00,131.00,WALK,WALK,0.5920,0.172,WALK,WALK
513,128.25,131.25,WALK,WALK,0.8771,0.175,WALK,WALK
514,128.50,131.50,WALK,WALK,0.8757,0.180,WALK,WALK
515,128.75,131.75,WALK,WALK,0.7540,0.187,WALK,WALK
516,129.00,132.00,WALK,WALK,0.7302,0.190,WALK,WALK
517,129.25,132.25,WALK,WALK,0.6396,0.197,WALK,WALK
518,129.50,132.50,WALK,WALK,0.5661,0.224,WALK,WALK
519,129.75,132.75,WALK,WALK,0.6961,0.168,WALK,WALK
520,130.00,133.00,WALK,WALK,0.8853,0.316,WALK,WALK
521,130.25,133.25,WALK,WALK,0.8704,0.239,WALK,WALK
522,130.50,133.50,WALK,WALK,0.8656,0.196,WALK,WALK
523,130.75,133.75,WALK,WALK,0.8410,0.187,WALK,WALK
524,131.00,134.00,WALK,WALK,0.8466,0.162,WALK,WALK
525,131.25,134.25,WALK,WALK,0.5501,0.153,WALK,WALK
526,131.50,134.50,WALK,WALK,0.5157,0.163,WALK,WALK
527,131.75,134.75,WALK,STOP,0.5413,0.254,STOP,STOP
528,132.00,135.00,WALK,STOP,0.7547,0.263,STOP,STOP
529,132.25,135.25,WALK,STOP,0.7132,0.214,STOP,STOP
530,132.50,135.50,WALK,STOP,0.7828,0.179,STOP,STOP
531,132.75,135.75,WALK,STOP,0.8532,0.290,STOP,STOP
532,133.00,136.00,WALK,STOP,0.9747,0.686,STOP,STOP
533,133.25,136.25,STOP,STOP,0.9781,0.773,STOP,STOP
534,133.50,136.50,STOP,STOP,0.9874,0.832,STOP,STOP
535,133.75,136.75,STOP,STOP,0.9900,0.866,STOP,STOP
536,134.00,137.00,STOP,STOP,0.9813,0.696,STOP,STOP
537,134.25,137.25,STOP,STOP,0.9834,0.746,STOP,STOP
538,134.50,137.50,STOP,STOP,0.9412,0.702,STOP,STOP
539,134.75,137.75,STOP,STOP,0.9210,0.477,STOP,STOP
540,135.00,138.00,STOP,STOP,0.8221,0.318,STOP,STOP
541,135.25,138.25,STOP,STOP,0.9377,0.401,STOP,STOP
542,135.50,138.50,STOP,STOP,0.9876,0.480,STOP,STOP
543,135.75,138.75,STOP,STOP,0.9948,0.480,STOP,STOP
544,136.00,139.00,STOP,STOP,0.9956,0.422,STOP,STOP
545,136.25,139.25,STOP,STOP,0.9964,0.416,STOP,STOP
546,136.50,139.50,STOP,STOP,0.9961,0.398,STOP,STOP
547,136.75,139.75,STOP,STOP,0.9961,0.400,STOP,STOP
548,137.00,140.00,STOP,STOP,0.9991,0.523,STOP,STOP
549,137.25,140.25,STOP,STOP,0.9992,0.546,STOP,STOP
550,137.50,140.50,STOP,STOP,0.9994,0.676,STOP,STOP
551,137.75,140.75,STOP,STOP,0.9999,0.888,STOP,STOP
552,138.00,141.00,STOP,STOP,0.9999,1.050,STOP,STOP
553,138.25,141.25,STOP,STOP,0.9999,1.063,STOP,STOP
554,138.50,141.50,STOP,STOP,0.9993,1.151,STOP,STOP
555,138.75,141.75,STOP,STOP,0.9935,0.889,STOP,STOP
556,139.00,142.00,STOP,STOP,0.9905,0.679,STOP,STOP
557,139.25,142.25,STOP,STOP,0.9856,0.657,STOP,STOP
558,139.50,142.50,STOP,STOP,0.9869,0.610,STOP,STOP
559,139.75,142.75,STOP,STOP,0.9878,0.420,STOP,STOP
560,140.00,143.00,STOP,STOP,0.9568,0.433,STOP,STOP
561,140.25,143.25,STOP,WALK,0.5782,0.705,WALK,WALK
562,140.50,143.50,STOP,WALK,0.5849,0.803,WALK,WALK
563,140.75,143.75,STOP,WALK,0.6789,0.813,WALK,WALK
564,141.00,144.00,STOP,WALK,0.5730,0.844,WALK,WALK
565,141.25,144.25,STOP,WALK,0.7137,0.991,WALK,WALK
566,141.50,144.50,STOP,WALK,0.9532,1.154,WALK,WALK
567,141.75,144.75,STOP,WALK,0.9331,1.037,WALK,WALK
568,142.00,145.00,STOP,WALK,0.8424,0.971,WALK,WALK
569,142.25,145.25,STOP,WALK,0.8762,0.981,WALK,WALK
570,142.50,145.50,STOP,WALK,0.8459,0.975,WALK,WALK
571,142.75,145.75,STOP,WALK,0.5898,0.907,WALK,WALK
572,143.00,146.00,STOP,STOP,0.7159,0.528,STOP,STOP
573,143.25,146.25,STOP,STOP,0.9534,0.272,STOP,STOP
574,143.50,146.50,STOP,STOP,0.9632,0.244,STOP,STOP
575,143.75,146.75,STOP,STOP,0.9120,0.328,STOP,STOP
576,144.00,147.00,STOP,STOP,0.8058,0.308,STOP,STOP
577,144.25,147.25,STOP,STOP,0.8478,0.217,STOP,STOP
578,144.50,147.50,STOP,STOP,0.9223,0.220,STOP,STOP
579,144.75,147.75,STOP,STOP,0.9112,0.216,STOP,STOP
580,145.00,148.00,STOP,STOP,0.9591,0.255,STOP,STOP
581,145.25,148.25,STOP,STOP,0.8747,0.227,STOP,STOP
582,145.50,148.50,STOP,STOP,0.8638,0.209,STOP,STOP
583,145.75,148.75,STOP,WALK,0.6683,0.698,WALK,STOP
584,146.00,149.00,STOP,WALK,0.5311,0.650,WALK,STOP
585,146.25,149.25,STOP,STOP,0.8401,0.565,STOP,STOP
586,146.50,149.50,STOP,STOP,0.8473,0.527,STOP,STOP
587,146.75,149.75,STOP,STOP,0.7742,0.626,STOP,STOP
588,147.00,150.00,STOP,STOP,0.6185,0.802,STOP,STOP
589,147.25,150.25,STOP,STOP,0.7917,0.777,STOP,STOP
590,147.50,150.50,STOP,STOP,0.7823,0.779,STOP,STOP
591,147.75,150.75,STOP,STOP,0.8555,0.817,STOP,STOP
592,148.00,151.00,STOP,STOP,0.6332,0.856,STOP,STOP
593,148.25,151.25,STOP,WALK,0.6946,0.898,WALK,STOP
594,148.50,151.50,STOP,WALK,0.6997,0.930,WALK,STOP
595,148.75,151.75,STOP,STOP,0.8479,0.527,STOP,STOP
596,149.00,152.00,STOP,STOP,0.8264,0.528,STOP,STOP
597,149.25,152.25,STOP,STOP,0.6161,0.558,STOP,STOP
598,149.50,152.50,STOP,STOP,0.6789,0.496,STOP,STOP
599,149.75,152.75,STOP,STOP,0.8938,0.402,STOP,STOP
600,150.00,153.00,STOP,STOP,0.9135,0.337,STOP,STOP
601,150.25,153.25,STOP,STOP,0.9472,0.344,STOP,STOP
602,150.50,153.50,STOP,STOP,0.9196,0.394,STOP,STOP
603,150.75,153.75,STOP,STOP,0.9522,0.377,STOP,STOP
604,151.00,154.00,STOP,STOP,0.9881,0.345,STOP,STOP
605,151.25,154.25,STOP,STOP,0.9795,0.393,STOP,STOP
606,151.50,154.50,STOP,STOP,0.9839,0.355,STOP,STOP
607,151.75,154.75,STOP,STOP,0.9759,0.153,STOP,STOP
608,152.00,155.00,WALK,STOP,0.9699,0.136,STOP,STOP
609,152.25,155.25,WALK,STOP,0.8780,0.407,STOP,STOP
610,152.50,155.50,WALK,WALK,0.5360,0.605,WALK,STOP
611,152.75,155.75,WALK,STOP,0.5529,0.629,STOP,STOP
612,153.00,156.00,WALK,STOP,0.7390,0.612,STOP,STOP
613,153.25,156.25,WALK,STOP,0.6960,0.562,STOP,STOP
614,153.50,156.50,WALK,STOP,0.6982,0.543,STOP,STOP
615,153.75,156.75,WALK,WALK,0.5279,0.553,WALK,STOP
616,154.00,157.00,WALK,WALK,0.8851,0.687,WALK,STOP
617,154.25,157.25,WALK,STOP,0.7172,0.376,STOP,WALK
618,154.50,157.50,WALK,STOP,0.6989,0.478,STOP,WALK
619,154.75,157.75,WALK,WALK,0.5460,0.553,WALK,WALK
620,155.00,158.00,WALK,WALK,0.9568,0.789,WALK,WALK
621,155.25,158.25,WALK,WALK,0.8877,0.560,WALK,WALK
622,155.50,158.50,WALK,WALK,0.7030,0.361,WALK,WALK
623,155.75,158.75,WALK,WALK,0.8439,0.513,WALK,WALK
624,156.00,159.00,WALK,WALK,0.8980,0.922,WALK,WALK
625,156.25,159.25,WALK,WALK,0.8248,1.015,WALK,WALK
626,156.50,159.50,WALK,WALK,0.8598,1.109,WALK,WALK
627,156.75,159.75,WALK,WALK,0.9006,1.218,WALK,WALK
628,157.00,160.00,WALK,WALK,0.9776,1.218,WALK,WALK
629,157.25,160.25,WALK,WALK,0.9938,1.191,WALK,WALK
630,157.50,160.50,WALK,WALK,0.9886,1.098,WALK,WALK
631,157.75,160.75,WALK,WALK,0.9822,0.980,WALK,WALK
632,158.00,161.00,WALK,WALK,0.8696,0.789,WALK,WALK
633,158.25,161.25,WALK,WALK,0.7591,0.775,WALK,WALK
634,158.50,161.50,WALK,WALK,0.8214,0.662,WALK,WALK
635,158.75,161.75,WALK,WALK,0.7292,0.456,WALK,WALK
636,159.00,162.00,WALK,STOP,0.5135,0.154,STOP,WALK
637,159.25,162.25,WALK,WALK,0.6445,0.134,WALK,STOP
638,159.50,162.50,WALK,STOP,0.6087,0.179,STOP,STOP
639,159.75,162.75,WALK,STOP,0.7067,0.270,STOP,STOP
640,160.00,163.00,WALK,STOP,0.9267,0.364,STOP,STOP
641,160.25,163.25,WALK,STOP,0.8782,0.438,STOP,STOP
642,160.50,163.50,WALK,STOP,0.8901,0.393,STOP,STOP
643,160.75,163.75,WALK,STOP,0.7973,0.343,STOP,STOP
644,161.00,164.00,WALK,STOP,0.8925,0.391,STOP,STOP
645,161.25,164.25,WALK,STOP,0.6836,0.279,STOP,STOP
646,161.50,164.50,WALK,STOP,0.7280,0.280,STOP,STOP
647,161.75,164.75,WALK,STOP,0.7295,0.214,STOP,STOP
648,162.00,165.00,WALK,STOP,0.5213,0.601,STOP,STOP
649,162.25,165.25,WALK,STOP,0.5864,0.558,STOP,STOP
650,162.50,165.50,WALK,WALK,0.6589,0.577,WALK,WALK
651,162.75,165.75,WALK,WALK,0.6757,0.576,WALK,WALK
652,163.00,166.00,WALK,WALK,0.7451,0.562,WALK,WALK
653,163.25,166.25,WALK,WALK,0.5438,0.435,WALK,WALK
654,163.50,166.50,WALK,WALK,0.9216,0.533,WALK,WALK
655,163.75,166.75,WALK,WALK,0.7770,0.476,WALK,WALK
656,164.00,167.00,WALK,WALK,0.7990,0.541,WALK,WALK
657,164.25,167.25,WALK,WALK,0.7510,0.517,WALK,WALK
658,164.50,167.50,WALK,WALK,0.7459,0.520,WALK,WALK
659,164.75,167.75,WALK,WALK,0.5168,0.458,WALK,WALK
660,165.00,168.00,WALK,STOP,0.6855,0.549,STOP,WALK
661,165.25,168.25,WALK,WALK,0.8336,0.371,WALK,WALK
662,165.50,168.50,WALK,WALK,0.9700,0.697,WALK,WALK
663,165.75,168.75,WALK,WALK,0.9911,0.902,WALK,WALK
664,166.00,169.00,WALK,WALK,0.9936,0.905,WALK,WALK
665,166.25,169.25,WALK,WALK,0.9981,1.023,WALK,WALK
666,166.50,169.50,WALK,WALK,0.9903,0.929,WALK,WALK
667,166.75,169.75,WALK,WALK,0.9939,0.996,WALK,WALK
668,167.00,170.00,WALK,WALK,0.9925,0.989,WALK,WALK
669,167.25,170.25,WALK,WALK,0.9981,1.088,WALK,WALK
670,167.50,170.50,WALK,WALK,0.9983,1.100,WALK,WALK
671,167.75,170.75,WALK,WALK,0.9991,1.183,WALK,WALK
672,168.00,171.00,WALK,WALK,0.9990,1.103,WALK,WALK
673,168.25,171.25,WALK,WALK,0.9937,0.655,WALK,WALK
674,168.50,171.50,WALK,WALK,0.9566,0.345,WALK,WALK
675,168.75,171.75,WALK,WALK,0.7484,0.323,WALK,WALK
676,169.00,172.00,WALK,WALK,0.7396,0.302,WALK,WALK
677,169.25,172.25,WALK,STOP,0.6370,0.395,STOP,STOP
678,169.50,172.50,WALK,STOP,0.7934,0.399,STOP,STOP
679,169.75,172.75,STOP,STOP,0.6432,0.544,STOP,STOP
680,170.00,173.00,STOP,WALK,0.6463,0.414,WALK,STOP
681,170.25,173.25,STOP,WALK,0.5146,0.492,WALK,STOP
682,170.50,173.50,STOP,STOP,0.5731,0.468,STOP,STOP
683,170.75,173.75,STOP,STOP,0.7313,0.518,STOP,STOP
684,171.00,174.00,STOP,STOP,0.7498,0.496,STOP,STOP
685,171.25,174.25,STOP,STOP,0.8723,0.428,STOP,STOP
686,171.50,174.50,STOP,STOP,0.9862,0.578,STOP,STOP
687,171.75,174.75,STOP,STOP,0.9915,0.584,STOP,STOP
688,172.00,175.00,STOP,STOP,0.9978,0.694,STOP,STOP
689,172.25,175.25,STOP,STOP,0.9965,0.633,STOP,STOP
690,172.50,175.50,STOP,STOP,0.9931,0.559,STOP,STOP
691,172.75,175.75,STOP,STOP,0.9957,0.452,STOP,STOP
692,173.00,176.00,STOP,STOP,0.9982,0.626,STOP,STOP
693,173.25,176.25,STOP,STOP,0.9991,0.663,STOP,STOP
694,173.50,176.50,STOP,STOP,0.9992,0.629,STOP,STOP
695,173.75,176.75,STOP,STOP,0.9975,0.483,STOP,STOP
696,174.00,177.00,STOP,STOP,0.9980,0.512,STOP,STOP
697,174.25,177.25,STOP,STOP,0.9944,0.623,STOP,STOP
698,174.50,177.50,STOP,STOP,0.9763,0.569,STOP,STOP
699,174.75,177.75,STOP,STOP,0.7953,0.748,STOP,STOP
700,175.00,178.00,STOP,STOP,0.6066,0.831,STOP,STOP
701,175.25,178.25,STOP,WALK,0.5657,0.823,WALK,STOP
702,175.50,178.50,STOP,WALK,0.5916,0.782,WALK,WALK
703,175.75,178.75,STOP,STOP,0.5407,0.742,STOP,WALK
704,176.00,179.00,STOP,WALK,0.5607,0.750,WALK,WALK
705,176.25,179.25,STOP,WALK,0.6792,0.771,WALK,WALK
706,176.50,179.50,STOP,WALK,0.5502,0.758,WALK,WALK
707,176.75,179.75,STOP,STOP,0.6813,0.720,STOP,STOP
708,177.00,180.00,STOP,STOP,0.7172,0.681,STOP,STOP
709,177.25,180.25,STOP,STOP,0.7284,0.670,STOP,STOP
710,177.50,180.50,STOP,STOP,0.8929,0.547,STOP,STOP
711,177.75,180.75,STOP,STOP,0.9895,0.791,STOP,STOP
712,178.00,181.00,STOP,STOP,0.9949,0.858,STOP,STOP
713,178.25,181.25,STOP,STOP,0.9949,0.752,STOP,STOP
714,178.50,181.50,STOP,STOP,0.9936,0.801,STOP,STOP
715,178.75,181.75,STOP,STOP,0.9950,0.820,STOP,STOP
716,179.00,182.00,STOP,STOP,0.9969,0.821,STOP,STOP
717,179.25,182.25,STOP,STOP,0.9992,0.952,STOP,STOP
718,179.50,182.50,STOP,STOP,0.9994,0.997,STOP,STOP
719,179.75,182.75,STOP,STOP,0.9978,0.998,STOP,STOP
720,180.00,183.00,STOP,STOP,0.9956,0.959,STOP,STOP
721,180.25,183.25,STOP,STOP,0.9968,0.925,STOP,STOP
722,180.50,183.50,STOP,STOP,0.9917,0.807,STOP,STOP
723,180.75,183.75,STOP,STOP,0.9942,0.874,STOP,STOP
724,181.00,184.00,STOP,STOP,0.9432,0.289,STOP,STOP
725,181.25,184.25,STOP,STOP,0.9503,0.233,STOP,STOP
726,181.50,184.50,STOP,STOP,0.9687,0.221,STOP,STOP
727,181.75,184.75,STOP,STOP,0.9879,0.249,STOP,STOP
728,182.00,185.00,STOP,STOP,0.9897,0.268,STOP,STOP
729,182.25,185.25,STOP,STOP,0.9792,0.215,STOP,STOP
730,182.50,185.50,STOP,STOP,0.9837,0.202,STOP,STOP
731,182.75,185.75,STOP,STOP,0.9932,0.182,STOP,STOP
732,183.00,186.00,STOP,STOP,0.9980,0.224,STOP,STOP
733,183.25,186.25,STOP,STOP,0.9933,0.249,STOP,STOP
734,183.50,186.50,STOP,STOP,0.9925,0.467,STOP,STOP
735,183.75,186.75,STOP,STOP,0.9879,0.516,STOP,STOP
736,184.00,187.00,STOP,STOP,0.9995,0.491,STOP,STOP
737,184.25,187.25,STOP,STOP,0.9994,0.508,STOP,STOP
738,184.50,187.50,STOP,STOP,0.9996,0.511,STOP,STOP
739,184.75,187.75,STOP,STOP,0.9994,0.501,STOP,STOP
740,185.00,188.00,STOP,STOP,0.9997,0.513,STOP,STOP
741,185.25,188.25,STOP,STOP,0.9998,0.499,STOP,STOP
742,185.50,188.50,STOP,STOP,0.9997,0.477,STOP,STOP
743,185.75,188.75,STOP,STOP,0.9988,0.498,STOP,STOP
744,186.00,189.00,STOP,STOP,0.9912,0.316,STOP,STOP
745,186.25,189.25,STOP,STOP,0.9952,0.357,STOP,STOP
746,186.50,189.50,STOP,STOP,0.9939,0.522,STOP,STOP
747,186.75,189.75,STOP,STOP,0.9932,0.525,STOP,STOP
748,187.00,190.00,STOP,STOP,0.9922,0.562,STOP,STOP
749,187.25,190.25,STOP,STOP,0.9974,0.591,STOP,STOP
750,187.50,190.50,STOP,STOP,0.9930,0.542,STOP,STOP
751,187.75,190.75,STOP,STOP,0.9903,0.504,STOP,STOP
752,188.00,191.00,STOP,STOP,0.9665,0.487,STOP,STOP
753,188.25,191.25,STOP,STOP,0.9304,0.351,STOP,STOP
754,188.50,191.50,WALK,WALK,0.5782,0.171,WALK,WALK
755,188.75,191.75,WALK,WALK,0.5240,0.167,WALK,WALK
756,189.00,192.00,WALK,WALK,0.5677,0.172,WALK,WALK
757,189.25,192.25,WALK,WALK,0.9537,0.597,WALK,WALK
758,189.50,192.50,WALK,WALK,0.9724,0.626,WALK,WALK
759,189.75,192.75,WALK,WALK,0.9685,0.651,WALK,WALK
760,190.00,193.00,WALK,WALK,0.9877,0.700,WALK,WALK
761,190.25,193.25,WALK,WALK,0.9864,1.013,WALK,WALK
762,190.50,193.50,WALK,WALK,0.9781,1.047,WALK,WALK
763,190.75,193.75,WALK,WALK,0.9904,1.147,WALK,WALK
764,191.00,194.00,WALK,WALK,0.9896,1.167,WALK,WALK
765,191.25,194.25,WALK,WALK,0.9906,1.066,WALK,WALK
766,191.50,194.50,WALK,WALK,0.9394,0.837,WALK,WALK
767,191.75,194.75,WALK,WALK,0.9666,1.458,WALK,WALK
768,192.00,195.00,WALK,WALK,0.8473,1.264,WALK,WALK
769,192.25,195.25,WALK,STOP,0.6688,0.980,STOP,WALK
770,192.50,195.50,WALK,STOP,0.7225,0.984,STOP,STOP
771,192.75,195.75,WALK,WALK,0.5845,1.017,WALK,STOP
772,193.00,196.00,WALK,STOP,0.5378,0.939,STOP,WALK
773,193.25,196.25,WALK,WALK,0.7258,0.661,WALK,WALK
774,193.50,196.50,WALK,WALK,0.8253,0.659,WALK,WALK
775,193.75,196.75,WALK,WALK,0.6672,0.490,WALK,WALK
776,194.00,197.00,WALK,WALK,0.6054,0.482,WALK,WALK
777,194.25,197.25,WALK,WALK,0.7165,0.473,WALK,WALK
778,194.50,197.50,WALK,WALK,0.6091,0.451,WALK,WALK
779,194.75,197.75,WALK,STOP,0.7578,0.476,STOP,WALK
780,195.00,198.00,WALK,WALK,0.6162,0.273,WALK,WALK
781,195.25,198.25,WALK,STOP,0.5871,0.272,STOP,STOP
782,195.50,198.50,WALK,WALK,0.5110,0.282,WALK,WALK
783,195.75,198.75,WALK,STOP,0.5213,0.246,STOP,WALK
784,196.00,199.00,WALK,WALK,0.7453,0.417,WALK,WALK
785,196.25,199.25,WALK,WALK,0.5689,0.458,WALK,WALK
786,196.50,199.50,WALK,WALK,0.5293,0.424,WALK,WALK
787,196.75,199.75,WALK,WALK,0.6024,0.427,WALK,WALK
788,197.00,200.00,WALK,WALK,0.7130,0.640,WALK,WALK
789,197.25,200.25,WALK,WALK,0.7107,0.915,WALK,WALK
790,197.50,200.50,WALK,WALK,0.5408,0.919,WALK,WALK
791,197.75,200.75,WALK,WALK,0.5500,0.871,WALK,WALK
792,198.00,201.00,WALK,WALK,0.7828,0.998,WALK,WALK
793,198.25,201.25,WALK,STOP,0.5301,0.751,STOP,WALK
